Date,Index_Value
2018-12-18,176.093714
2018-12-19,173.662229
2018-12-20,170.559793
2018-12-21,166.912389
2018-12-24,162.600198
2018-12-26,171.351937
2018-12-27,173.106047
2018-12-28,173.080726
2018-12-31,174.383611
2018-12-31,175.829474
2019-01-02,176.394975
2019-01-03,171.809794
2019-01-04,177.579525
2019-01-07,179.083899
2019-01-08,180.641048
2019-01-09,181.033163
2019-01-10,181.687324
2019-01-11,181.621228
2019-01-14,180.336624
2019-01-15,182.114965
2019-01-16,182.18193
2019-01-17,183.71049
2019-01-18,186.02694
2019-01-22,183.459505
2019-01-23,184.266199
2019-01-24,184.851223
2019-01-25,185.866102
2019-01-28,183.903915
2019-01-29,183.585439
2019-01-30,186.31301
2019-01-31,188.28416
2019-02-01,188.744672
2019-02-04,189.873709
2019-02-05,190.848515
2019-02-06,190.562739
2019-02-07,188.8027
2019-02-08,188.951888
2019-02-11,188.875781
2019-02-12,191.408326
2019-02-13,192.070774
2019-02-14,190.916127
2019-02-15,193.068193
2019-02-19,193.160894
2019-02-20,193.599887
2019-02-21,193.003956
2019-02-22,194.207867
2019-02-25,194.807272
2019-02-26,194.741846
2019-02-27,194.728324
2019-02-28,194.216046
2019-03-01,195.72772
2019-03-04,194.828759
2019-03-05,194.972027
2019-03-06,193.816479
2019-03-07,192.327892
2019-03-08,191.913043
2019-03-11,194.785765
2019-03-12,195.50607
2019-03-13,196.714367
2019-03-14,196.892346
2019-03-15,198.01763
2019-03-18,198.811373
2019-03-19,199.409755
2019-03-20,199.089759
2019-03-21,201.240287
2019-03-22,197.578653
2019-03-25,197.448022
2019-03-26,199.169071
2019-03-27,197.874396
2019-03-28,198.5191
2019-03-29,199.703639
2019-03-29,200.982193
2019-04-01,203.46261
2019-04-02,203.287154
2019-04-03,203.841195
2019-04-04,204.315438
2019-04-05,205.232067
2019-04-08,205.846814
2019-04-09,204.732733
2019-04-10,205.174104
2019-04-11,204.998854
2019-04-12,206.110082
2019-04-15,206.387888
2019-04-16,206.736607
2019-04-17,206.723131
2019-04-18,207.150543
2019-04-22,207.254154
2019-04-23,208.842155
2019-04-24,208.304427
2019-04-25,208.71831
2019-04-26,209.371049
2019-04-29,209.569022
2019-04-30,209.832477
2019-05-01,207.957382
2019-05-02,207.834902
2019-05-03,209.55545
2019-05-06,208.584675
2019-05-07,205.25582
2019-05-08,204.889978
2019-05-09,204.49705
2019-05-10,205.848419
2019-05-13,200.750621
2019-05-14,202.471708
2019-05-15,203.711482
2019-05-16,205.415404
2019-05-17,204.253842
2019-05-20,202.949628
2019-05-21,204.225809
2019-05-22,204.325797
2019-05-23,201.925157
2019-05-24,202.924855
2019-05-28,201.464595
2019-05-29,199.81966
2019-05-30,200.216014
2019-05-31,197.518201
2019-06-03,196.904182
2019-06-04,201.556958
2019-06-05,202.929665
2019-06-06,204.633927
2019-06-07,206.795139
2019-06-10,208.378118
2019-06-11,208.186743
2019-06-12,207.961424
2019-06-13,208.76426
2019-06-14,208.568851
2019-06-17,208.87122
2019-06-18,211.23815
2019-06-19,211.777187
2019-06-20,213.629582
2019-06-21,213.305804
2019-06-24,212.981678
2019-06-25,210.899856
2019-06-26,210.546167
2019-06-27,211.286195
2019-06-28,212.258451
2019-06-28,213.356168
2019-07-01,215.451993
2019-07-02,216.028508
2019-07-03,217.564699
2019-07-05,217.201419
2019-07-08,216.667528
2019-07-09,217.096008
2019-07-10,218.324153
2019-07-11,218.967721
2019-07-12,219.997683
2019-07-15,220.107852
2019-07-16,219.212676
2019-07-17,217.985792
2019-07-18,219.405392
2019-07-19,217.739491
2019-07-22,218.495064
2019-07-23,220.123849
2019-07-24,221.283047
2019-07-25,219.997513
2019-07-26,221.382032
2019-07-29,220.874045
2019-07-30,220.262258
2019-07-31,217.217774
2019-08-01,215.142283
2019-08-02,213.698625
2019-08-05,207.460254
2019-08-06,210.557984
2019-08-07,210.686652
2019-08-08,214.971934
2019-08-09,213.634692
2019-08-12,210.995072
2019-08-13,214.576323
2019-08-14,208.445276
2019-08-15,209.217761
2019-08-16,212.362122
2019-08-19,214.698481
2019-08-20,212.713682
2019-08-21,215.169227
2019-08-22,215.116218
2019-08-23,209.662816
2019-08-26,212.126706
2019-08-27,211.831748
2019-08-28,213.150354
2019-08-29,216.005736
2019-08-30,216.260519
2019-09-03,215.147506
2019-09-04,217.417971
2019-09-05,220.366365
2019-09-06,220.129145
2019-09-09,219.75316
2019-09-10,219.446599
2019-09-11,220.986852
2019-09-12,221.696483
2019-09-13,221.661442
2019-09-16,220.557578
2019-09-17,221.424636
2019-09-18,221.873933
2019-09-19,222.176363
2019-09-20,221.445771
2019-09-23,221.176678
2019-09-24,218.894604
2019-09-25,220.005898
2019-09-26,219.447098
2019-09-27,218.396347
2019-09-30,219.327103
2019-09-30,220.328476
2019-10-01,217.707641
2019-10-02,213.821084
2019-10-03,215.408652
2019-10-04,218.718949
2019-10-07,217.799231
2019-10-08,214.530353
2019-10-09,216.653789
2019-10-10,218.149438
2019-10-11,220.57529
2019-10-14,220.43242
2019-10-15,222.718461
2019-10-16,221.954705
2019-10-17,222.892442
2019-10-18,221.848994
2019-10-21,223.660716
2019-10-22,222.862933
2019-10-23,222.690858
2019-10-24,223.85356
2019-10-25,224.964993
2019-10-28,226.679245
2019-10-29,225.805009
2019-10-30,226.813399
2019-10-31,226.231019
2019-11-01,228.152662
2019-11-04,228.665977
2019-11-05,228.717649
2019-11-06,228.754803
2019-11-07,229.535975
2019-11-08,229.839871
2019-11-11,229.274655
2019-11-12,229.53862
2019-11-13,230.189895
2019-11-14,230.403798
2019-11-15,232.641432
2019-11-18,232.729903
2019-11-19,232.272773
2019-11-20,231.282561
2019-11-21,231.006426
2019-11-22,231.369807
2019-11-25,232.603428
2019-11-26,233.419071
2019-11-27,234.490315
2019-11-29,233.519812
2019-12-02,231.617746
2019-12-03,230.120977
2019-12-04,231.92198
2019-12-05,232.494285
2019-12-06,234.822974
2019-12-09,234.099158
2019-12-10,233.901749
2019-12-11,234.727507
2019-12-12,237.261243
2019-12-13,237.495566
2019-12-16,239.452257
2019-12-17,240.055271
2019-12-18,239.974803
2019-12-19,241.088347
2019-12-20,242.307967
2019-12-23,242.14124
2019-12-24,242.314714
2019-12-26,243.682818
2019-12-27,243.690049
2019-12-30,242.374954
2019-12-31,242.797944
2019-12-31,243.468294
2020-01-02,245.674861
2020-01-03,243.734658
2020-01-06,243.808222
2020-01-07,243.357224
2020-01-08,244.502909
2020-01-09,246.235139
2020-01-10,245.485303
2020-01-13,247.512418
2020-01-14,247.85188
2020-01-15,247.794394
2020-01-16,249.607788
2020-01-17,250.644084
2020-01-21,250.142041
2020-01-22,250.159076
2020-01-23,250.04344
2020-01-24,247.219467
2020-01-27,243.857124
2020-01-28,246.169776
2020-01-29,245.470199
2020-01-30,246.869866
2020-01-31,241.768501
2020-02-03,242.589519
2020-02-04,246.932116
2020-02-05,250.025026
2020-02-06,250.816032
2020-02-07,249.561039
2020-02-10,251.008488
2020-02-11,251.291335
2020-02-12,253.057959
2020-02-13,253.156614
2020-02-14,253.435123
2020-02-18,252.467196
2020-02-19,253.807158
2020-02-20,252.574546
2020-02-21,250.131612
2020-02-24,241.552643
2020-02-25,234.164001
2020-02-26,233.461611
2020-02-27,223.628527
2020-02-28,221.705924
2020-03-02,232.74494
2020-03-03,225.778818
2020-03-04,235.906356
2020-03-05,228.453373
2020-03-06,223.997618
2020-03-09,206.865247
2020-03-10,216.766397
2020-03-11,206.208445
2020-03-12,186.806012
2020-03-13,207.10557
2020-03-16,183.494166
2020-03-17,194.159309
2020-03-18,183.820822
2020-03-19,184.939627
2020-03-20,176.595528
2020-03-23,171.494772
2020-03-24,188.472318
2020-03-25,189.858178
2020-03-26,202.994544
2020-03-27,195.510423
2020-03-30,202.400194
2020-03-31,198.477243
2020-03-31,195.105577
2020-04-01,186.980581
2020-04-02,192.060617
2020-04-03,189.111138
2020-04-06,201.152549
2020-04-07,199.993904
2020-04-08,206.635876
2020-04-09,209.022572
2020-04-13,206.679428
2020-04-14,213.123394
2020-04-15,208.214035
2020-04-16,208.733528
